,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,13.5625,13.8125,13.229166666666666,12.041666666666666,14.6875,21.520833333333332,16.1875,10.5,10.979166666666666,8.9375,7.4375,9.416666666666666,7.416666666666667,8.4375,10.0,6.145833333333333,7.125,6.145833333333333,6.375,6.875,5.895833333333333,5.645833333333333,6.125,5.708333333333333
1,4.625,6.791666666666667,5.75,6.791666666666667,5.375,5.875,6.083333333333333,5.145833333333333,5.916666666666667,5.166666666666667,7.083333333333333,6.020833333333333,5.895833333333333,4.958333333333333,6.979166666666667,6.270833333333333,5.5,5.708333333333333,5.4375,3.9375,4.583333333333333,5.229166666666667,5.375,6.229166666666667
2,2.9791666666666665,4.020833333333333,4.5,3.4583333333333335,3.4375,6.208333333333333,3.8333333333333335,4.854166666666667,5.104166666666667,5.229166666666667,6.1875,5.125,6.666666666666667,6.604166666666667,5.625,6.5,5.583333333333333,5.020833333333333,5.25,7.9375,5.5625,6.958333333333333,5.083333333333333,3.9791666666666665
3,22.9375,24.645833333333332,25.916666666666668,28.104166666666668,29.979166666666668,30.9375,24.041666666666668,24.708333333333332,24.208333333333332,22.229166666666668,20.229166666666668,19.375,22.9375,23.9375,24.25,23.875,26.8125,21.875,22.0625,19.604166666666668,18.541666666666668,20.5,17.833333333333332,20.041666666666668
4,7.958333333333333,7.895833333333333,7.895833333333333,6.875,7.5,8.270833333333334,9.979166666666666,7.875,5.395833333333333,5.791666666666667,8.25,6.520833333333333,8.770833333333334,6.708333333333333,6.625,8.854166666666666,8.6875,8.333333333333334,6.854166666666667,7.666666666666667,6.0625,8.729166666666666,6.166666666666667,6.5625
5,13.666666666666666,10.375,9.666666666666666,10.666666666666666,9.166666666666666,22.145833333333332,14.1875,13.208333333333334,16.5,19.583333333333332,19.041666666666668,15.541666666666666,13.25,13.0625,12.666666666666666,13.625,14.479166666666666,12.541666666666666,14.020833333333334,13.791666666666666,13.125,12.0,10.604166666666666,11.020833333333334
6,2.1875,2.6041666666666665,3.8125,3.3333333333333335,2.375,4.0,2.7083333333333335,3.625,2.6458333333333335,3.3541666666666665,3.1458333333333335,2.7083333333333335,2.9375,2.6875,2.2083333333333335,3.0625,3.0,3.5416666666666665,2.1458333333333335,1.8541666666666667,3.1041666666666665,2.9583333333333335,2.5833333333333335,2.0
7,5.020833333333333,7.104166666666667,4.979166666666667,5.895833333333333,7.9375,7.916666666666667,14.020833333333334,10.958333333333334,39.645833333333336,74.97916666666667,64.45833333333333,40.625,36.541666666666664,37.916666666666664,40.166666666666664,31.9375,35.1875,37.958333333333336,43.270833333333336,35.854166666666664,30.5,31.020833333333332,28.916666666666668,35.833333333333336
8,27.5625,28.875,30.208333333333332,32.125,28.9375,20.0625,9.395833333333334,4.708333333333333,7.145833333333333,8.291666666666666,6.354166666666667,6.0625,5.979166666666667,6.229166666666667,5.25,6.875,8.75,9.854166666666666,10.145833333333334,10.125,10.541666666666666,8.875,7.5,5.4375
9,20.3125,21.666666666666668,20.645833333333332,22.4375,18.625,7.104166666666667,5.75,3.7291666666666665,2.3125,2.4791666666666665,2.6875,2.7291666666666665,3.0833333333333335,2.8333333333333335,3.375,5.854166666666667,9.0,9.375,14.104166666666666,14.020833333333334,11.604166666666666,8.708333333333334,6.166666666666667,5.229166666666667
10,30.916666666666668,30.104166666666668,29.5,28.541666666666668,40.604166666666664,50.458333333333336,42.5,42.125,41.125,35.3125,33.1875,37.5625,35.416666666666664,27.125,28.791666666666668,28.208333333333332,27.645833333333332,26.416666666666668,25.770833333333332,27.375,20.625,25.541666666666668,23.5,30.916666666666668
11,2.8958333333333335,3.4375,2.4375,2.8958333333333335,5.833333333333333,4.208333333333333,3.2291666666666665,3.8333333333333335,4.958333333333333,4.145833333333333,4.166666666666667,1.2708333333333333,2.2291666666666665,1.6458333333333333,1.0625,0.875,1.875,1.8125,2.2083333333333335,1.3541666666666667,0.625,2.1041666666666665,1.2291666666666667,1.3958333333333333
12,64.41666666666667,59.708333333333336,64.16666666666667,65.8125,66.29166666666667,74.29166666666667,59.020833333333336,74.64583333333333,73.4375,68.39583333333333,57.5,61.479166666666664,55.020833333333336,53.395833333333336,48.6875,48.458333333333336,47.791666666666664,47.9375,49.375,48.8125,51.083333333333336,49.041666666666664,47.9375,47.125
13,5.3125,6.104166666666667,5.291666666666667,5.395833333333333,7.166666666666667,5.3125,3.3958333333333335,3.5,2.9166666666666665,2.6458333333333335,4.666666666666667,3.375,5.541666666666667,4.375,3.875,4.854166666666667,4.791666666666667,2.8125,3.8333333333333335,2.6875,3.75,3.5,2.875,4.166666666666667
14,18.041666666666668,20.416666666666668,19.125,16.604166666666668,15.208333333333334,19.645833333333332,16.729166666666668,18.354166666666668,18.75,18.770833333333332,19.75,19.25,18.416666666666668,20.083333333333332,15.541666666666666,19.041666666666668,15.75,17.1875,19.479166666666668,18.333333333333332,18.520833333333332,15.916666666666666,17.4375,16.375
15,14.0625,11.166666666666666,10.75,15.0,14.104166666666666,19.916666666666668,12.958333333333334,13.3125,13.875,13.020833333333334,11.25,11.104166666666666,9.854166666666666,8.1875,8.5625,9.666666666666666,7.208333333333333,10.125,8.625,6.895833333333333,9.1875,9.458333333333334,9.875,9.520833333333334
16,26.5,24.875,27.270833333333332,22.9375,24.041666666666668,16.375,16.854166666666668,20.791666666666668,20.958333333333332,19.833333333333332,19.75,19.229166666666668,19.916666666666668,17.125,18.270833333333332,21.229166666666668,21.833333333333332,21.208333333333332,21.9375,20.0625,17.104166666666668,17.9375,17.375,17.020833333333332
17,26.458333333333332,28.8125,26.291666666666668,29.020833333333332,29.25,35.5,39.041666666666664,38.354166666666664,31.541666666666668,32.354166666666664,32.541666666666664,30.895833333333332,30.229166666666668,34.3125,35.333333333333336,32.0625,33.291666666666664,34.041666666666664,36.541666666666664,34.0,30.541666666666668,30.479166666666668,31.958333333333332,28.916666666666668
18,18.541666666666668,18.416666666666668,17.395833333333332,18.5625,18.4375,22.375,23.625,21.6875,20.6875,19.791666666666668,21.5625,18.6875,16.458333333333332,18.333333333333332,17.770833333333332,18.520833333333332,15.395833333333334,17.625,19.6875,18.3125,16.729166666666668,16.395833333333332,16.145833333333332,14.854166666666666
19,8.020833333333334,6.291666666666667,7.5625,8.291666666666666,8.8125,9.333333333333334,8.229166666666666,10.458333333333334,9.604166666666666,6.729166666666667,6.729166666666667,11.604166666666666,6.041666666666667,8.333333333333334,8.875,8.375,10.1875,11.166666666666666,9.104166666666666,11.479166666666666,9.145833333333334,7.875,7.666666666666667,10.479166666666666
20,17.5625,14.3125,15.791666666666666,14.25,12.25,15.208333333333334,11.041666666666666,12.3125,4.104166666666667,6.5,6.291666666666667,5.5625,6.333333333333333,5.458333333333333,4.854166666666667,6.416666666666667,7.958333333333333,6.479166666666667,7.333333333333333,8.041666666666666,9.375,7.958333333333333,9.6875,9.979166666666666
21,7.8125,10.916666666666666,11.354166666666666,10.375,15.5625,19.8125,12.6875,17.833333333333332,18.75,12.208333333333334,9.9375,7.979166666666667,7.0625,8.75,8.520833333333334,6.979166666666667,7.958333333333333,7.708333333333333,6.5,7.041666666666667,7.0625,6.520833333333333,4.270833333333333,8.0
22,10.145833333333334,8.354166666666666,9.291666666666666,10.583333333333334,9.416666666666666,7.229166666666667,13.520833333333334,19.354166666666668,22.3125,24.416666666666668,25.020833333333332,22.520833333333332,21.270833333333332,20.354166666666668,22.520833333333332,21.958333333333332,19.8125,22.5625,18.958333333333332,17.770833333333332,19.645833333333332,16.958333333333332,21.833333333333332,18.958333333333332
23,19.083333333333332,15.291666666666666,13.4375,17.625,24.6875,28.5,28.625,19.083333333333332,22.083333333333332,26.666666666666668,39.729166666666664,33.416666666666664,29.479166666666668,25.666666666666668,26.291666666666668,27.708333333333332,29.5625,32.5625,24.708333333333332,31.083333333333332,32.104166666666664,24.520833333333332,25.375,25.916666666666668
24,12.4375,13.541666666666666,12.791666666666666,12.875,16.4375,24.479166666666668,13.895833333333334,10.645833333333334,6.979166666666667,9.416666666666666,5.6875,4.4375,4.4375,2.7083333333333335,3.8125,3.4375,3.875,4.958333333333333,5.354166666666667,5.604166666666667,6.291666666666667,6.0,3.9791666666666665,3.2083333333333335
25,12.645833333333334,12.354166666666666,13.208333333333334,11.979166666666666,15.791666666666666,27.354166666666668,35.0,43.020833333333336,40.6875,37.25,45.479166666666664,40.875,40.645833333333336,41.8125,41.8125,42.1875,42.833333333333336,49.6875,56.479166666666664,47.791666666666664,43.9375,48.4375,44.520833333333336,45.541666666666664
26,22.229166666666668,23.770833333333332,23.583333333333332,20.5,23.583333333333332,29.1875,27.729166666666668,26.854166666666668,21.604166666666668,25.541666666666668,24.520833333333332,26.770833333333332,26.354166666666668,24.729166666666668,24.354166666666668,27.1875,21.395833333333332,28.5625,26.25,26.125,25.875,25.833333333333332,24.270833333333332,24.458333333333332
27,62.020833333333336,56.416666666666664,57.083333333333336,58.958333333333336,57.583333333333336,50.354166666666664,55.1875,55.895833333333336,59.270833333333336,64.3125,62.291666666666664,57.020833333333336,60.541666666666664,57.625,57.0625,55.8125,58.791666666666664,56.604166666666664,56.166666666666664,55.1875,49.8125,58.770833333333336,55.354166666666664,60.291666666666664
28,8.229166666666666,8.770833333333334,8.583333333333334,6.666666666666667,11.020833333333334,13.083333333333334,8.9375,14.145833333333334,11.520833333333334,11.104166666666666,9.9375,10.479166666666666,10.916666666666666,9.041666666666666,9.625,10.3125,8.020833333333334,10.479166666666666,8.625,9.208333333333334,10.041666666666666,9.5,8.541666666666666,6.4375
